gene_symbol	mechanism	basis	confidence	detail
PKN2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.15)
PKNOX1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99401, LOEUF=0.262)
PKNOX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99174, LOEUF=0.272)
PKP2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PLAG1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99532, LOEUF=0.188)
PLAGL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9764, LOEUF=0.26)
PLAGL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98253, LOEUF=0.243)
PLCB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98337, LOEUF=0.296)
PLCB3	LoF	gnomad	medium	LoF-intolerant (pLI=0.93999, LOEUF=0.312)
PLCG2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99562, LOEUF=0.281)
PLCH1	LoF	gnomad	medium	LoF-intolerant (pLI=0.39649, LOEUF=0.338)
PLCL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.088)
PLEKHA5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.098)
PLK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97851, LOEUF=0.31)
PLK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9999, LOEUF=0.18)
PLP1	unknown	clingen	low	HI=3 and TS=3 (dosage-sensitive both ways)
PLRG1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99911, LOEUF=0.231)
PLS3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98844, LOEUF=0.283)
PLXNA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99951, LOEUF=0.262)
PLXNA4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.229)
PLXNB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99234, LOEUF=0.285)
PLXNC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99811, LOEUF=0.273)
PLXND1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.157)
PMEPA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93577, LOEUF=0.343)
PMP22	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PMS2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PNISR	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.178)
PNRC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90825, LOEUF=0.389)
PODXL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99936, LOEUF=0.141)
POFUT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96303, LOEUF=0.33)
POGZ	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
POLA1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.051)
POLD3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99776, LOEUF=0.236)
POLR1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.9998, LOEUF=0.256)
POLR1B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99946, LOEUF=0.246)
POLR1D	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
POLR2A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.159)
POLR2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.52372, LOEUF=0.344)
POMP	LoF	gnomad	medium	LoF-intolerant (pLI=0.90942, LOEUF=0.387)
PORCN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
POU2F1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90229, LOEUF=0.343)
POU2F2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99884, LOEUF=0.197)
POU3F2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92007, LOEUF=0.38)
POU3F4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
POU4F3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
POU5F1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95371, LOEUF=0.341)
PPAP2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.917, LOEUF=0.383)
PPARD	LoF	gnomad	medium	LoF-intolerant (pLI=0.99497, LOEUF=0.19)
PPARGC1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.9973, LOEUF=0.267)
PPAT	LoF	gnomad	medium	LoF-intolerant (pLI=0.98606, LOEUF=0.296)
PPEF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9873, LOEUF=0.293)
PPFIA1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.067)
PPFIA2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.139)
PPFIA3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.121)
PPIG	LoF	gnomad	medium	LoF-intolerant (pLI=0.96292, LOEUF=0.32)
PPIL3	LoF	gnomad	medium	LoF-intolerant (pLI=0.90243, LOEUF=0.398)
PPM1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99834, LOEUF=0.16)
PPM1E	LoF	gnomad	medium	LoF-intolerant (pLI=0.98758, LOEUF=0.293)
PPM1G	LoF	gnomad	medium	LoF-intolerant (pLI=0.9604, LOEUF=0.33)
PPME1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99904, LOEUF=0.193)
PPP1CA	LoF	gnomad	medium	LoF-intolerant (pLI=0.98588, LOEUF=0.274)
PPP1CB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99912, LOEUF=0.147)
PPP1CC	LoF	gnomad	medium	LoF-intolerant (pLI=0.95777, LOEUF=0.336)
PPP1R10	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.154)
PPP1R12A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.13)
PPP1R13B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99811, LOEUF=0.269)
PPP1R16B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99974, LOEUF=0.169)
PPP1R37	LoF	gnomad	medium	LoF-intolerant (pLI=0.99448, LOEUF=0.26)
PPP1R7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99458, LOEUF=0.238)
PPP1R8	LoF	gnomad	medium	LoF-intolerant (pLI=0.98791, LOEUF=0.224)
PPP1R9B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99975, LOEUF=0.168)
PPP2CA	LoF	gnomad	medium	LoF-intolerant (pLI=0.9893, LOEUF=0.263)
PPP2R1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98389, LOEUF=0.303)
PPP2R2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99495, LOEUF=0.257)
PPP2R2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.98467, LOEUF=0.293)
PPP2R2D	LoF	gnomad	medium	LoF-intolerant (pLI=0.91708, LOEUF=0.375)
PPP2R4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99057, LOEUF=0.258)
PPP2R5B	LoF	gnomad	medium	LoF-intolerant (pLI=0.98416, LOEUF=0.3)
PPP2R5C	LoF	gnomad	medium	LoF-intolerant (pLI=0.97071, LOEUF=0.319)
PPP2R5D	LoF	gnomad	medium	LoF-intolerant (pLI=0.99993, LOEUF=0.175)
PPP2R5E	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.103)
PPP3CA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99988, LOEUF=0.158)
PPP3CB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.098)
PPP4R1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99958, LOEUF=0.243)
PPP4R2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99835, LOEUF=0.16)
PPP5C	LoF	gnomad	medium	LoF-intolerant (pLI=0.99938, LOEUF=0.209)
PPP6R1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98287, LOEUF=0.304)
PPP6R3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99487, LOEUF=0.284)
PPRC1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.152)
PPTC7	LoF	gnomad	medium	LoF-intolerant (pLI=0.93813, LOEUF=0.359)
PQBP1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PRCC	LoF	gnomad	medium	LoF-intolerant (pLI=0.96281, LOEUF=0.33)
PRDM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9565, LOEUF=0.333)
PRDM11	LoF	gnomad	medium	LoF-intolerant (pLI=0.97355, LOEUF=0.315)
PRDM12	LoF	gnomad	medium	LoF-intolerant (pLI=0.93018, LOEUF=0.368)
PRDM16	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.187)
PRDM2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.222)
PREX1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.091)
PRICKLE1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.129)
PRICKLE2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99544, LOEUF=0.277)
PRKACA	LoF	gnomad	medium	LoF-intolerant (pLI=0.97142, LOEUF=0.318)
PRKAG2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99692, LOEUF=0.256)
PRKAR1A	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PRKAR2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99713, LOEUF=0.22)
PRKCB	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.081)
PRKCD	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.171)
PRKCE	LoF	gnomad	medium	LoF-intolerant (pLI=0.99988, LOEUF=0.2)
PRKCG	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.203)
PRKCSH	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PRKD2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.189)
PRKDC	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.052)
PRKG1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99938, LOEUF=0.235)
PRKRIR	LoF	gnomad	medium	LoF-intolerant (pLI=0.96834, LOEUF=0.323)
PRLR	LoF	gnomad	medium	LoF-intolerant (pLI=0.98732, LOEUF=0.293)
PRMT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99907, LOEUF=0.148)
PRMT5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.124)
PRMT8	LoF	gnomad	medium	LoF-intolerant (pLI=0.98023, LOEUF=0.303)
PROX1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99884, LOEUF=0.221)
PRPF19	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.106)
PRPF3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.068)
PRPF31	LoF	gnomad	medium	LoF-intolerant (pLI=0.98313, LOEUF=0.302)
PRPF39	LoF	gnomad	medium	LoF-intolerant (pLI=0.99875, LOEUF=0.238)
PRPF4	LoF	gnomad	medium	LoF-intolerant (pLI=0.9993, LOEUF=0.227)
PRPF40B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99963, LOEUF=0.246)
PRPF4B	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.17)
PRPF8	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.178)
PRPS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.91542, LOEUF=0.377)
PRPS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93544, LOEUF=0.343)
PRR12	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PRR14L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99705, LOEUF=0.277)
PRRC2A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.186)
PRRC2B	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.188)
PRRC2C	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.121)
PRRT2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PSAP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99051, LOEUF=0.285)
PSD	LoF	gnomad	medium	LoF-intolerant (pLI=0.90358, LOEUF=0.337)
PSEN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97322, LOEUF=0.318)
PSIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99668, LOEUF=0.266)
PSMA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98251, LOEUF=0.284)
PSMA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98234, LOEUF=0.284)
PSMA3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98462, LOEUF=0.278)
PSMA5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99376, LOEUF=0.198)
PSMA6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98619, LOEUF=0.231)
PSMA7	LoF	gnomad	medium	LoF-intolerant (pLI=0.98768, LOEUF=0.225)
PSMB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96996, LOEUF=0.276)
PSMB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.91397, LOEUF=0.386)
PSMB3	LoF	gnomad	medium	LoF-intolerant (pLI=0.95656, LOEUF=0.304)
PSMB5	LoF	gnomad	medium	LoF-intolerant (pLI=0.95893, LOEUF=0.3)
PSMC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99945, LOEUF=0.138)
PSMC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.119)
PSMC3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9547, LOEUF=0.338)
PSMC5	LoF	gnomad	medium	LoF-intolerant (pLI=0.93308, LOEUF=0.355)
PSMC6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99662, LOEUF=0.246)
PSMD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.118)
PSMD11	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.159)
PSMD12	LoF	gnomad	medium	LoF-intolerant (pLI=0.99984, LOEUF=0.162)
PSMD13	LoF	gnomad	medium	LoF-intolerant (pLI=0.99901, LOEUF=0.194)
PSMD14	LoF	gnomad	medium	LoF-intolerant (pLI=0.97662, LOEUF=0.298)
PSMD2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.102)
PSMD3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.102)
PSMD4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99726, LOEUF=0.172)
PSMD6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99518, LOEUF=0.235)
PSME3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99714, LOEUF=0.174)
PSME4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.177)
PSPC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99013, LOEUF=0.277)
PTBP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99961, LOEUF=0.176)
PTBP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99883, LOEUF=0.222)
PTCH1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PTCHD1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PTEN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PTGER4	LoF	gnomad	medium	LoF-intolerant (pLI=0.9755, LOEUF=0.3)
PTGES3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98536, LOEUF=0.233)
PTGS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99597, LOEUF=0.263)
PTH1R	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PTHLH	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PTK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.243)
PTK2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.93536, LOEUF=0.313)
PTK7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99721, LOEUF=0.275)
PTP4A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96626, LOEUF=0.284)
PTPN11	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PTPN12	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.186)
PTPN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99953, LOEUF=0.179)
PTPN4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99663, LOEUF=0.279)
PTPN6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.132)
PTPRA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.192)
PTPRB	LoF	gnomad	medium	LoF-intolerant (pLI=0.50207, LOEUF=0.314)
PTPRC	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.207)
PTPRD	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.112)
PTPRF	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.187)
PTPRK	LoF	gnomad	medium	LoF-intolerant (pLI=0.90291, LOEUF=0.309)
PTPRM	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.233)
PTPRS	LoF	gnomad	medium	LoF-intolerant (pLI=0.99983, LOEUF=0.254)
PTPRT	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.18)
PTPRU	LoF	gnomad	medium	LoF-intolerant (pLI=0.39251, LOEUF=0.338)
PTPRZ1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98997, LOEUF=0.286)
PUF60	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PUM1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.129)
PUM2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99492, LOEUF=0.284)
PURA	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PURG	LoF	gnomad	medium	LoF-intolerant (pLI=0.961, LOEUF=0.295)
PVRL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96926, LOEUF=0.323)
PVRL3	LoF	gnomad	medium	LoF-intolerant (pLI=0.91574, LOEUF=0.366)
PWWP2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98292, LOEUF=0.297)
PYGO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98683, LOEUF=0.228)
PYGO2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96676, LOEUF=0.283)
QRICH1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
QSER1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.208)
R3HDM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.86068, LOEUF=0.328)
R3HDM2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.176)
RAB10	LoF	gnomad	medium	LoF-intolerant (pLI=0.97213, LOEUF=0.271)
RAB11A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99151, LOEUF=0.209)
RAB11FIP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.94451, LOEUF=0.351)
RAB11FIP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9982, LOEUF=0.245)
RAB11FIP4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99199, LOEUF=0.285)
RAB14	LoF	gnomad	medium	LoF-intolerant (pLI=0.99047, LOEUF=0.214)
RAB18	LoF	gnomad	medium	LoF-intolerant (pLI=0.91006, LOEUF=0.39)
RAB2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98913, LOEUF=0.22)
RAB30	LoF	gnomad	medium	LoF-intolerant (pLI=0.92132, LOEUF=0.378)
RAB35	LoF	gnomad	medium	LoF-intolerant (pLI=0.97845, LOEUF=0.254)
RAB39B	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RAB3A	LoF	gnomad	medium	LoF-intolerant (pLI=0.9463, LOEUF=0.324)
RAB3GAP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98674, LOEUF=0.291)
RAB5C	LoF	gnomad	medium	LoF-intolerant (pLI=0.93717, LOEUF=0.36)
RAB6A	LoF	gnomad	medium	LoF-intolerant (pLI=0.95237, LOEUF=0.34)
RAB6B	LoF	gnomad	medium	LoF-intolerant (pLI=0.95879, LOEUF=0.33)
RAB7A	LoF	gnomad	medium	LoF-intolerant (pLI=0.96933, LOEUF=0.277)
RAB8A	LoF	gnomad	medium	LoF-intolerant (pLI=0.97543, LOEUF=0.262)
RABEP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99851, LOEUF=0.266)
RABGAP1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.078)
RABL6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99817, LOEUF=0.245)
RAC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96627, LOEUF=0.284)
RAD21	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RAD23B	LoF	gnomad	medium	LoF-intolerant (pLI=0.9963, LOEUF=0.227)
RAD51C	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RAD51D	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RAD54L2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.076)
RAE1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99902, LOEUF=0.194)
RAI1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RAI14	LoF	gnomad	medium	LoF-intolerant (pLI=0.99122, LOEUF=0.292)
RALA	LoF	gnomad	medium	LoF-intolerant (pLI=0.97289, LOEUF=0.269)
RALGAPA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.232)
RALGAPB	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.106)
RALGDS	LoF	gnomad	medium	LoF-intolerant (pLI=0.88814, LOEUF=0.341)
RALGPS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.127)
RAN	LoF	gnomad	medium	LoF-intolerant (pLI=0.97576, LOEUF=0.262)
RANBP10	LoF	gnomad	medium	LoF-intolerant (pLI=0.96855, LOEUF=0.321)
RANBP2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.142)
RANBP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.141)
RANBP9	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.13)
RAP1B	LoF	gnomad	medium	LoF-intolerant (pLI=0.90995, LOEUF=0.39)
RAP1GAP	LoF	gnomad	medium	LoF-intolerant (pLI=0.84376, LOEUF=0.349)
RAP1GAP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96928, LOEUF=0.316)
RAP1GDS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93288, LOEUF=0.343)
RAPGEF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.222)
RAPGEF2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.197)
RAPGEF4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99218, LOEUF=0.288)
RAPGEF5	LoF	gnomad	medium	LoF-intolerant (pLI=0.98099, LOEUF=0.305)
RAPGEF6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99644, LOEUF=0.279)
RAPH1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.223)
RARA	LoF	gnomad	medium	LoF-intolerant (pLI=0.96305, LOEUF=0.33)
RARB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99983, LOEUF=0.12)
RARG	LoF	gnomad	medium	LoF-intolerant (pLI=0.99478, LOEUF=0.237)
RASA1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RASAL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.79641, LOEUF=0.335)
RASGEF1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.97444, LOEUF=0.316)
RASGEF1B	LoF	gnomad	medium	LoF-intolerant (pLI=0.92073, LOEUF=0.349)
RASGRF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.207)
RASGRP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96554, LOEUF=0.318)
RASIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99803, LOEUF=0.247)
RASSF8	LoF	gnomad	medium	LoF-intolerant (pLI=0.94158, LOEUF=0.349)
RAVER1	LoF	gnomad	medium	LoF-intolerant (pLI=0.91101, LOEUF=0.36)
RB1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
RB1CC1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.138)
RBBP4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99565, LOEUF=0.253)
RBBP5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.189)
RBBP6	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.08)
RBBP7	LoF	gnomad	medium	LoF-intolerant (pLI=0.98393, LOEUF=0.28)
RBFOX1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95263, LOEUF=0.336)
RBFOX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99902, LOEUF=0.194)
RBFOX3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99785, LOEUF=0.166)
RBL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99835, LOEUF=0.268)
RBM10	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.11)
RBM14	LoF	gnomad	medium	LoF-intolerant (pLI=0.99843, LOEUF=0.204)
RBM14-RBM4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98438, LOEUF=0.237)
RBM15	LoF	gnomad	medium	LoF-intolerant (pLI=0.99474, LOEUF=0.276)
RBM15B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99557, LOEUF=0.253)
RBM17	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.122)
RBM20	LoF	gnomad	medium	LoF-intolerant (pLI=0.98954, LOEUF=0.295)
RBM22	LoF	gnomad	medium	LoF-intolerant (pLI=0.99947, LOEUF=0.138)
RBM25	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.077)
RBM26	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.112)
RBM27	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.206)
RBM33	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.082)
RBM39	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.205)
RBM4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99005, LOEUF=0.216)
RBM41	LoF	gnomad	medium	LoF-intolerant (pLI=0.96551, LOEUF=0.319)
RBM47	LoF	gnomad	medium	LoF-intolerant (pLI=0.98493, LOEUF=0.292)
RBM5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.135)
RBM6	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.136)
RBMX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93892, LOEUF=0.337)
RBPJ	LoF	gnomad	medium	LoF-intolerant (pLI=0.99853, LOEUF=0.241)
RBPMS	LoF	gnomad	medium	LoF-intolerant (pLI=0.97173, LOEUF=0.272)
