gene_symbol	mechanism	basis	confidence	detail
MYC	LoF	gnomad	medium	LoF-intolerant (pLI=0.99801, LOEUF=0.164)
MYCBP2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.115)
MYCN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
MYH10	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.167)
MYH11	LoF	gnomad	medium	LoF-intolerant (pLI=0.77299, LOEUF=0.305)
MYH14	LoF	gnomad	medium	LoF-intolerant (pLI=0.042236, LOEUF=0.332)
MYH9	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.088)
MYLK	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
MYO16	LoF	gnomad	medium	LoF-intolerant (pLI=0.99851, LOEUF=0.272)
MYO18A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98723, LOEUF=0.287)
MYO5A	LoF	gnomad	medium	LoF-intolerant (pLI=0.944, LOEUF=0.295)
MYO9A	LoF	gnomad	medium	LoF-intolerant (pLI=0.48923, LOEUF=0.304)
MYO9B	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.177)
MYRF	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.117)
MYT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97791, LOEUF=0.304)
MYT1L	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NAA15	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NAA25	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.108)
NAA30	LoF	gnomad	medium	LoF-intolerant (pLI=0.98682, LOEUF=0.228)
NAA35	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.136)
NABP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97257, LOEUF=0.27)
NACC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99763, LOEUF=0.169)
NAF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97793, LOEUF=0.307)
NAMPT	LoF	gnomad	medium	LoF-intolerant (pLI=0.97914, LOEUF=0.309)
NAP1L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99941, LOEUF=0.184)
NASP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99553, LOEUF=0.276)
NAV1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.08)
NAV2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.247)
NAV3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.185)
NBEA	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NBEAL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.059764, LOEUF=0.32)
NCAM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.185)
NCAPG2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97764, LOEUF=0.303)
NCBP1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.094)
NCDN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99964, LOEUF=0.175)
NCKAP1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NCKAP1L	LoF	gnomad	medium	LoF-intolerant (pLI=0.85489, LOEUF=0.325)
NCL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99992, LOEUF=0.177)
NCOA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.247)
NCOA2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.121)
NCOA3	LoF	gnomad	medium	LoF-intolerant (pLI=0.54065, LOEUF=0.335)
NCOA5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99926, LOEUF=0.212)
NCOA6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99913, LOEUF=0.266)
NCOR1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.175)
NCOR2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.169)
NCSTN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99942, LOEUF=0.234)
NDC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99932, LOEUF=0.237)
NDEL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98351, LOEUF=0.296)
NDFIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97747, LOEUF=0.257)
NDP	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NDST1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.187)
NDUFS7	LoF	gnomad	medium	LoF-intolerant (pLI=0.9142, LOEUF=0.386)
NEDD4L	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.198)
NEGR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99173, LOEUF=0.253)
NELL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99952, LOEUF=0.249)
NEO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.24398, LOEUF=0.347)
NEURL4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.214)
NEUROD2	LoF	gnomad	medium	LoF-intolerant (pLI=0.94202, LOEUF=0.332)
NEXMIF	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NF1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NF2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NFASC	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.215)
NFAT5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.205)
NFATC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.187)
NFATC3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99813, LOEUF=0.264)
NFE2L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99759, LOEUF=0.251)
NFIA	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NFIB	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NFIX	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NFKB1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.138)
NFKB2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.163)
NFKBIA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99452, LOEUF=0.193)
NFKBIZ	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.189)
NHS	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NIPA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92086, LOEUF=0.379)
NIPBL	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NISCH	LoF	gnomad	medium	LoF-intolerant (pLI=0.99443, LOEUF=0.285)
NKAP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99735, LOEUF=0.172)
NKD1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99344, LOEUF=0.265)
NKRF	LoF	gnomad	medium	LoF-intolerant (pLI=0.99661, LOEUF=0.178)
NKTR	LoF	gnomad	medium	LoF-intolerant (pLI=0.94032, LOEUF=0.308)
NKX2-3	LoF	gnomad	medium	LoF-intolerant (pLI=0.95047, LOEUF=0.316)
NKX2-5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NLGN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99974, LOEUF=0.126)
NLGN3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97641, LOEUF=0.31)
NLGN4X	LoF	gnomad	medium	LoF-intolerant (pLI=0.99267, LOEUF=0.249)
NLK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99991, LOEUF=0.113)
NMNAT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98853, LOEUF=0.265)
NMT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9955, LOEUF=0.265)
NNT	LoF	gnomad	medium	LoF-intolerant (pLI=0.97271, LOEUF=0.311)
NODAL	LoF	gnomad	medium	LoF-intolerant (pLI=0.97028, LOEUF=0.31)
NOG	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NOL4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99949, LOEUF=0.221)
NOL6	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.182)
NONO	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NOP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.168)
NOS1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.19)
NOTCH1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NOTCH2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.116)
NOTCH3	LoF	gnomad	medium	LoF-intolerant (pLI=0.40757, LOEUF=0.322)
NOVA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99621, LOEUF=0.182)
NOVA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98259, LOEUF=0.242)
NPAS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97067, LOEUF=0.319)
NPAS2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.133)
NPAS3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99974, LOEUF=0.211)
NPAS4	LoF	gnomad	medium	LoF-intolerant (pLI=0.97335, LOEUF=0.318)
NPEPPS	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.062)
NPLOC4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.134)
NPM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99816, LOEUF=0.162)
NPRL3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NPTN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99304, LOEUF=0.247)
NR0B1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NR1H3	LoF	gnomad	medium	LoF-intolerant (pLI=0.90374, LOEUF=0.373)
NR2C2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99892, LOEUF=0.22)
NR2E1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99864, LOEUF=0.156)
NR2F1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NR2F2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98972, LOEUF=0.217)
NR3C1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96958, LOEUF=0.32)
NR3C2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NR4A2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NR4A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9126, LOEUF=0.36)
NR5A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NR6A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98169, LOEUF=0.305)
NRBP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.135)
NRF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99922, LOEUF=0.189)
NRG1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99665, LOEUF=0.258)
NRG2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99925, LOEUF=0.213)
NRIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99394, LOEUF=0.279)
NRK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99274, LOEUF=0.289)
NRP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98584, LOEUF=0.3)
NRXN1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NRXN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99934, LOEUF=0.258)
NRXN3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.112)
NSD1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NSD2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NSDHL	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NTF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.93201, LOEUF=0.366)
NTN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99687, LOEUF=0.222)
NTN4	LoF	gnomad	medium	LoF-intolerant (pLI=0.91585, LOEUF=0.344)
NTNG1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9167, LOEUF=0.358)
NTNG2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99866, LOEUF=0.201)
NTRK2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.112)
NTRK3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9983, LOEUF=0.259)
NUCKS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96937, LOEUF=0.312)
NUDT21	LoF	gnomad	medium	LoF-intolerant (pLI=0.98576, LOEUF=0.232)
NUFIP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99891, LOEUF=0.196)
NUMA1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.217)
NUMBL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99902, LOEUF=0.218)
NUP153	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.174)
NUP155	LoF	gnomad	medium	LoF-intolerant (pLI=0.65349, LOEUF=0.323)
NUP188	LoF	gnomad	medium	LoF-intolerant (pLI=0.95428, LOEUF=0.297)
NUP205	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.232)
NUP214	LoF	gnomad	medium	LoF-intolerant (pLI=0.054748, LOEUF=0.349)
NUP62	LoF	gnomad	medium	LoF-intolerant (pLI=0.95006, LOEUF=0.317)
NUP85	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.145)
NUP98	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.122)
NUPL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.92697, LOEUF=0.346)
NUS1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
NUTF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93864, LOEUF=0.338)
NXF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9763, LOEUF=0.31)
NXN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99725, LOEUF=0.218)
NXPH2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92646, LOEUF=0.359)
NYAP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99917, LOEUF=0.19)
NYX	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
OCRL	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
ODF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9721, LOEUF=0.271)
OFD1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
OGDH	LoF	gnomad	medium	LoF-intolerant (pLI=0.99728, LOEUF=0.274)
OGT	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.08)
OLFM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99679, LOEUF=0.223)
OMG	LoF	gnomad	medium	LoF-intolerant (pLI=0.97114, LOEUF=0.273)
ONECUT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.90701, LOEUF=0.394)
OPA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98636, LOEUF=0.294)
OPHN1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
OPN1LW	LoF	gnomad	medium	LoF-intolerant (pLI=0.97535, LOEUF=0.263)
OSBP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99855, LOEUF=0.26)
OSBPL6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.202)
OSBPL9	LoF	gnomad	medium	LoF-intolerant (pLI=0.97558, LOEUF=0.309)
OTC	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
OTUB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97107, LOEUF=0.309)
OTUD4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.212)
OTUD5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99717, LOEUF=0.173)
OTUD7A	LoF	gnomad	medium	LoF-intolerant (pLI=0.95249, LOEUF=0.333)
OTX2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
OXR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.84148, LOEUF=0.344)
P4HA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93166, LOEUF=0.344)
P4HB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99662, LOEUF=0.224)
PA2G4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99876, LOEUF=0.199)
PABPC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99601, LOEUF=0.27)
PABPC4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99905, LOEUF=0.232)
PACS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.185)
PACS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99583, LOEUF=0.279)
PACSIN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99887, LOEUF=0.197)
PAFAH1B1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PAFAH1B2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93401, LOEUF=0.364)
PAIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99884, LOEUF=0.198)
PAK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97169, LOEUF=0.32)
PAK3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PAK7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99977, LOEUF=0.167)
PALB2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PAN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93596, LOEUF=0.315)
PAN3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.15)
PANK4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98325, LOEUF=0.304)
PAPD5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99943, LOEUF=0.208)
PAPD7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99934, LOEUF=0.186)
PAPOLA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.177)
PAPOLG	LoF	gnomad	medium	LoF-intolerant (pLI=0.9979, LOEUF=0.266)
PARD3	LoF	gnomad	medium	LoF-intolerant (pLI=0.95577, LOEUF=0.306)
PARD6B	LoF	gnomad	medium	LoF-intolerant (pLI=0.92583, LOEUF=0.36)
PARP6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.186)
PATL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.964, LOEUF=0.316)
PATZ1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99598, LOEUF=0.229)
PAX2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PAX3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PAX5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99798, LOEUF=0.165)
PAX6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99975, LOEUF=0.169)
PAX8	LoF	gnomad	medium	LoF-intolerant (pLI=0.99869, LOEUF=0.2)
PAX9	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PAXBP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.19)
PAXIP1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.099)
PBRM1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.129)
PBX1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PBX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99532, LOEUF=0.234)
PCBP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90945, LOEUF=0.387)
PCBP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99617, LOEUF=0.228)
PCDH1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99838, LOEUF=0.243)
PCDH19	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PCDHAC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93114, LOEUF=0.344)
PCDHGC4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98025, LOEUF=0.309)
PCF11	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.04)
PCGF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99713, LOEUF=0.174)
PCGF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.95326, LOEUF=0.338)
PCGF5	LoF	gnomad	medium	LoF-intolerant (pLI=0.98007, LOEUF=0.303)
PCIF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.155)
PCLO	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.124)
PCNA	LoF	gnomad	medium	LoF-intolerant (pLI=0.97606, LOEUF=0.261)
PCNX	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.227)
PCNXL3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.227)
PCSK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99853, LOEUF=0.241)
PDCD10	LoF	gnomad	medium	LoF-intolerant (pLI=0.96197, LOEUF=0.325)
PDE10A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99986, LOEUF=0.213)
PDE2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.631, LOEUF=0.348)
PDE4A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98167, LOEUF=0.307)
PDE4D	LoF	gnomad	medium	LoF-intolerant (pLI=0.9998, LOEUF=0.206)
PDE8B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99905, LOEUF=0.249)
PDGFC	LoF	gnomad	medium	LoF-intolerant (pLI=0.99374, LOEUF=0.198)
PDGFRA	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.169)
PDGFRB	LoF	gnomad	medium	LoF-intolerant (pLI=0.9041, LOEUF=0.325)
PDHA1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PDIA3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99608, LOEUF=0.25)
PDLIM4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98283, LOEUF=0.242)
PDPK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98013, LOEUF=0.29)
PDS5A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.196)
PDS5B	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.18)
PDZD2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99694, LOEUF=0.277)
PDZD8	LoF	gnomad	medium	LoF-intolerant (pLI=0.99984, LOEUF=0.203)
PDZRN3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98471, LOEUF=0.303)
PELP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.158)
PER2	LoF	gnomad	medium	LoF-intolerant (pLI=0.7148, LOEUF=0.347)
PEX26	LoF	gnomad	medium	LoF-intolerant (pLI=0.93189, LOEUF=0.366)
PFDN6	LoF	gnomad	medium	LoF-intolerant (pLI=0.93592, LOEUF=0.343)
PGAP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93451, LOEUF=0.363)
PGD	LoF	gnomad	medium	LoF-intolerant (pLI=0.98788, LOEUF=0.292)
PHACTR3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99687, LOEUF=0.257)
PHC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99938, LOEUF=0.243)
PHC3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.097)
PHEX	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PHF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99956, LOEUF=0.203)
PHF12	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PHF13	LoF	gnomad	medium	LoF-intolerant (pLI=0.98042, LOEUF=0.249)
PHF19	LoF	gnomad	medium	LoF-intolerant (pLI=0.99946, LOEUF=0.222)
PHF2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.177)
PHF20	LoF	gnomad	medium	LoF-intolerant (pLI=0.99875, LOEUF=0.261)
PHF20L1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.187)
PHF21A	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PHF21B	LoF	gnomad	medium	LoF-intolerant (pLI=0.98689, LOEUF=0.294)
PHF23	LoF	gnomad	medium	LoF-intolerant (pLI=0.99774, LOEUF=0.167)
PHF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99256, LOEUF=0.286)
PHF6	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PHF8	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PHIP	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PHLPP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99927, LOEUF=0.257)
PHOX2B	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PI4KB	LoF	gnomad	medium	LoF-intolerant (pLI=0.86607, LOEUF=0.345)
PIAS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.094)
PIAS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99718, LOEUF=0.254)
PIAS3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98499, LOEUF=0.301)
PIAS4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99986, LOEUF=0.118)
PICALM	LoF	gnomad	medium	LoF-intolerant (pLI=0.99896, LOEUF=0.234)
PIGA	LoF	gnomad	medium	LoF-intolerant (pLI=0.96072, LOEUF=0.296)
PIK3AP1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.122)
PIK3C2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99651, LOEUF=0.279)
PIK3CA	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.117)
PIK3CB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99964, LOEUF=0.252)
PIK3CD	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.196)
PIK3R1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99978, LOEUF=0.228)
PIM2	LoF	gnomad	medium	LoF-intolerant (pLI=0.94801, LOEUF=0.321)
PIM3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98192, LOEUF=0.244)
PIP4K2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99837, LOEUF=0.16)
PIP5K1C	LoF	gnomad	medium	LoF-intolerant (pLI=0.97704, LOEUF=0.313)
PITPNA	LoF	gnomad	medium	LoF-intolerant (pLI=0.96513, LOEUF=0.328)
PITPNB	LoF	gnomad	medium	LoF-intolerant (pLI=0.981, LOEUF=0.287)
PITPNC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99252, LOEUF=0.249)
PITPNM2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.18)
PITPNM3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99992, LOEUF=0.206)
PITX2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PJA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.92754, LOEUF=0.366)
PKD1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
PKD2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
